date,Addoha,AFMA,Afric Indus,Afriquia Gaz,Agma,Alliances,Aluminium Maroc,ATLANTASANAD,Attijariwafa,Auto Hall,Auto Nejma,BALIMA,BCP,BMCI,Cartier Saada,CDM,Central.Danone,CIH,Ciments Maroc,CMT,Colorado,COSUMAR,CTM,Dari Couspate,Delattre Lev,Delta Holding,DISWAY,Ennakl,EQDOM,FENIE BROSSETTE,HPS,IBMaroc,INVOLYS,Jet Contractors,LABEL VIE,LafargeHolcim,Lesieur Cristal,Lydec,M2M Group,Maghreb Oxygene,Maghrebail,Managem,Maroc Leasing,Maroc Telecom,Med Paper,Microdata,Nexans Maroc,Oulmes,PROMOPHARM,Rebab Company,Res.Dar Saada,Risma,S2M,Saham Assurance,SALAFIN,SMI,Stokvis Nord Afr,SNEP,SODEP,Sonasid,SRM,Ste Boissons,STROC Indus,TAQA Morocco,Timar,Total Maroc,Unimer,Wafa Assur,Zellidja,MASI
2019-04-22,11.74,1000.0,280.0,3279.0,3175.0,86.44,1805.0,55.2,430.0,67.0,2289.0,96.45,267.0,665.0,31.0,603.0,750.0,285.0,1430.0,1585.0,60.5,187.95,899.0,5000.0,96.13,32.5,272.0,33.0,1037.0,68.0,3300.0,61.5,114.2,294.3,2300.0,1550.0,150.0,425.0,491.0,158.95,810.0,947.0,460.0,146.5,21.62,305.0,106.1,1450.0,850.0,140.0,85.0,167.85,272.5,1060.0,924.0,1291.0,12.0,375.95,187.8,335.0,204.95,2590.0,21.9,887.0,194.6,1149.0,166.4,3350.0,158.8,11148.566
2019-04-29,11.54,999.0,280.0,3469.0,3175.0,84.0,1805.0,56.1,430.0,68.0,2289.0,96.45,265.0,665.0,31.0,603.0,706.0,284.1,1435.0,1570.0,61.88,194.0,878.0,5000.0,97.0,31.81,270.0,33.0,1065.0,78.9,3316.0,61.0,125.0,299.0,2300.0,1560.0,149.5,450.0,505.0,168.4,858.5,912.0,460.0,146.6,22.8,298.2,120.0,1450.0,800.0,140.0,84.35,167.0,272.0,1100.0,924.0,1291.0,12.75,326.8,187.0,340.0,180.0,2500.0,23.0,870.0,170.0,1106.0,166.35,3350.0,158.8,11144.0888
2019-05-06,11.55,995.0,280.0,3421.0,3095.0,82.0,1805.0,54.35,435.0,67.0,2289.0,96.45,265.0,676.0,32.0,603.0,587.0,284.25,1492.0,1560.0,61.69,188.05,900.0,5000.0,97.0,32.5,272.0,33.0,1080.0,79.45,3300.0,60.38,130.0,293.0,2250.0,1582.0,149.0,450.0,520.0,160.05,858.5,900.0,460.0,146.9,21.51,300.0,127.0,1450.0,800.0,140.0,80.02,167.0,276.25,1139.0,924.0,1291.0,12.98,320.0,183.0,339.0,180.0,2550.0,22.89,872.0,132.85,1148.0,166.35,3350.0,158.8,11161.5778
2019-05-13,11.4,995.0,270.1,3220.0,3095.0,83.25,1805.0,57.0,442.65,68.9,2289.0,96.45,266.0,675.0,30.5,603.0,459.0,294.0,1498.0,1595.0,61.5,190.05,884.0,5000.0,101.5,32.45,271.5,33.0,1144.0,74.0,3290.0,60.38,130.0,293.0,2200.0,1600.0,155.3,450.0,510.0,162.0,861.0,900.0,460.0,147.2,21.04,302.0,125.0,1450.0,800.0,140.0,81.0,167.9,280.5,1135.0,900.0,1291.0,13.15,321.0,183.15,343.0,180.0,2550.0,23.0,885.0,138.95,1150.0,166.35,3400.0,158.8,11222.4705
2019-05-20,10.85,1014.0,280.0,3497.0,3247.0,79.0,1800.0,58.53,452.0,68.0,2289.0,96.45,273.0,725.0,31.0,603.0,432.0,286.5,1534.0,1580.0,61.3,197.0,898.0,5000.0,95.32,31.61,278.85,30.33,1151.0,70.0,3250.0,60.38,130.1,289.0,2380.0,1601.0,160.0,473.0,475.0,162.5,910.0,875.0,460.0,148.0,22.98,302.0,130.0,1450.0,800.0,140.0,80.0,167.45,287.0,1161.0,939.0,1253.0,11.72,399.95,187.45,330.0,180.0,2600.0,23.5,865.0,164.2,1181.0,166.35,3625.0,158.8,11391.0773
2019-05-27,10.24,920.0,280.0,3497.0,3247.0,79.0,1800.0,57.9,451.45,67.65,2289.0,96.45,270.0,630.0,30.99,566.9,433.0,287.0,1500.0,1585.0,61.5,186.35,902.0,5000.0,96.0,32.24,278.0,32.0,1061.0,70.0,3189.0,53.12,130.0,295.0,2380.0,1527.0,157.35,452.0,450.0,161.05,910.0,900.0,460.0,137.8,21.52,300.0,137.5,1450.0,800.0,140.0,78.31,167.45,271.5,1160.0,905.0,1253.0,12.0,383.0,185.0,327.2,179.0,2500.0,23.69,856.8,174.0,1137.0,166.35,3625.0,158.8,11051.8936
2019-06-03,10.29,985.0,280.0,3500.0,3239.0,76.0,1850.0,54.5,443.0,68.9,2152.0,96.45,265.0,630.0,35.0,564.8,458.95,272.2,1588.0,1591.0,65.0,190.05,849.1,5000.0,99.95,31.5,271.6,32.5,1085.0,69.01,3380.0,54.99,125.6,278.35,2380.0,1522.0,159.0,450.05,431.4,161.05,910.0,905.0,460.0,135.75,23.09,302.0,137.5,1450.0,800.0,140.0,79.5,167.45,270.0,1228.0,901.5,1253.0,12.0,375.0,180.05,305.0,159.0,2500.0,19.0,865.0,151.0,1154.0,166.35,3400.0,158.8,11011.1673
2019-06-10,10.45,985.0,280.0,3201.0,3239.0,76.5,1850.0,56.5,445.05,68.9,2152.0,96.45,265.0,640.0,35.0,564.8,458.95,282.0,1574.0,1580.0,64.8,189.15,925.0,5000.0,99.5,31.99,279.7,32.89,1115.0,69.08,3310.0,50.0,125.6,282.0,2380.0,1559.0,158.25,450.05,437.0,161.1,910.0,889.9,460.0,135.75,25.84,302.0,137.5,1450.0,800.0,140.0,79.0,167.45,270.0,1228.0,901.5,1253.0,11.99,382.95,180.0,307.0,168.3,2500.0,17.11,865.5,142.0,1179.0,166.35,3400.0,158.8,11007.3661
2019-06-17,10.36,970.0,288.0,3487.0,3239.0,74.2,1850.0,56.4,470.0,70.4,2100.0,96.45,270.0,640.0,35.0,564.8,458.95,289.5,1649.0,1560.0,64.69,197.0,925.0,5000.0,99.5,31.58,279.7,32.89,1206.0,72.0,3375.0,55.0,133.85,294.0,2320.0,1650.0,170.0,438.0,435.1,170.0,950.0,856.0,460.0,137.0,25.0,302.95,137.5,1500.0,800.0,140.0,77.0,164.95,296.95,1240.0,926.9,1149.0,11.99,370.15,184.9,315.05,168.3,2590.0,16.7,862.5,142.5,1210.0,168.0,3550.0,158.8,11291.3264
2019-06-24,10.0,1000.0,288.0,3487.0,3239.0,73.39,1850.0,56.0,475.0,73.0,2100.0,96.45,266.05,639.0,34.65,463.45,458.95,290.0,1556.0,1550.0,64.5,202.0,880.0,5000.0,94.95,32.5,276.0,31.01,1195.0,72.0,3300.0,50.2,135.0,294.0,2400.0,1640.0,161.7,470.0,450.0,170.0,950.0,875.0,460.0,141.0,23.8,300.0,137.5,1502.0,850.0,140.0,73.0,163.5,293.9,1180.0,900.0,1115.0,13.4,419.0,190.0,300.1,168.3,2590.0,15.32,862.0,135.5,1200.0,168.0,3550.0,158.8,11346.756
2019-07-01,9.84,971.1,288.0,3550.0,2895.0,69.87,1850.0,57.8,463.05,67.5,2100.0,96.45,269.15,650.0,30.61,530.0,515.0,276.0,1560.0,1560.0,55.0,205.0,870.0,5000.0,83.91,31.9,254.4,32.9,1195.0,63.02,3360.0,48.0,135.0,280.05,2495.0,1630.0,165.0,470.0,459.0,161.9,950.0,790.0,460.0,139.1,25.3,307.0,130.0,1435.0,850.0,140.0,69.0,168.0,252.0,1300.0,900.0,1150.0,13.28,409.0,189.0,282.05,168.3,2640.0,14.45,875.0,135.5,1180.0,168.0,3450.0,158.8,11269.8749
2019-07-08,10.2,919.0,284.0,3550.0,2895.0,63.5,1850.0,58.0,464.05,70.0,2100.0,96.45,267.3,660.0,30.1,530.0,515.0,280.0,1550.0,1419.0,60.0,193.0,900.0,5000.0,83.91,31.25,254.05,32.9,1195.0,68.9,3270.0,50.5,135.0,294.85,2445.0,1585.0,160.0,460.0,485.0,161.85,950.0,824.0,460.0,136.0,25.8,309.95,130.0,1435.0,850.0,140.0,66.74,160.1,274.5,1300.0,900.0,1140.0,12.9,409.0,178.0,307.3,168.3,2640.0,13.0,908.0,135.5,1191.0,168.0,3450.0,158.8,11151.4856
2019-07-15,10.0,913.0,284.0,3650.0,3066.0,68.0,1850.0,58.1,471.7,68.05,2100.0,96.45,272.95,650.0,32.0,498.3,515.0,276.0,1585.0,1400.0,62.9,195.0,900.0,5000.0,83.91,30.82,255.1,32.0,1195.0,69.0,3295.0,48.05,137.0,286.0,2400.0,1610.0,159.6,460.2,456.0,160.0,950.0,870.0,460.0,139.8,27.3,309.6,122.3,1435.0,850.0,140.0,70.0,169.0,255.0,1300.0,900.0,1200.0,12.5,397.1,178.35,295.0,168.3,2638.0,14.29,895.0,150.0,1195.0,168.0,3425.0,158.8,11289.9269
2019-07-22,9.94,933.5,275.0,3650.0,3066.0,67.56,1848.0,62.0,480.5,70.95,1975.0,96.45,273.0,655.0,32.0,498.0,515.0,278.0,1580.0,1400.0,58.55,203.0,885.0,5000.0,78.5,32.19,260.0,31.99,1160.0,72.28,3270.0,48.5,133.0,284.5,2405.0,1613.0,178.0,452.0,483.0,160.0,846.2,869.8,460.0,141.9,27.0,300.0,127.5,1435.0,850.0,140.0,70.99,178.0,265.0,1280.0,900.0,1142.0,12.67,391.0,181.0,295.0,175.0,2505.0,14.0,872.0,195.0,1242.0,168.0,3602.0,158.8,11425.3059
2019-07-29,9.92,961.0,275.0,3650.0,3066.0,67.87,1922.0,65.0,482.6,70.9,1975.0,96.45,271.1,650.0,31.35,498.3,529.9,283.0,1601.0,1430.0,61.64,211.0,920.0,5000.0,73.0,32.1,302.0,32.0,1128.0,71.73,3265.0,48.0,135.0,294.5,2420.0,1675.0,178.1,452.0,460.0,160.0,846.2,850.0,470.6,143.85,28.38,303.9,127.5,1435.0,850.0,140.0,69.87,178.0,250.0,1471.0,920.0,1130.0,12.47,392.0,186.0,295.0,180.0,2600.0,14.0,875.5,199.95,1315.0,168.0,3620.0,158.8,11574.2336
2019-08-05,9.7,969.0,275.0,3660.0,3066.0,66.6,1922.0,64.3,484.1,70.69,1857.0,96.45,270.55,660.0,31.5,498.0,561.6,284.0,1640.0,1392.0,60.0,212.0,900.0,5000.0,73.0,32.44,290.0,31.9,1165.0,62.1,3260.0,41.1,131.0,290.0,2420.0,1675.0,179.2,452.0,473.0,160.05,846.2,880.0,470.6,144.3,27.6,300.0,127.5,1435.0,818.1,140.0,68.1,178.0,247.0,1360.0,910.0,1150.0,12.39,390.5,185.7,276.5,180.0,2560.0,14.34,900.0,190.0,1295.0,168.0,3620.0,158.8,11590.746
2019-08-15,9.9,969.0,279.9,3750.0,3066.0,69.0,1922.0,67.0,482.5,65.25,1902.0,96.45,272.0,660.0,32.0,498.0,630.0,284.0,1640.0,1385.0,62.0,211.4,896.0,5000.0,73.0,32.99,278.0,31.29,1162.0,68.24,3250.0,41.05,135.0,294.0,2550.0,1720.0,176.0,450.0,475.0,160.05,846.2,827.0,470.6,144.0,27.78,305.0,127.5,1435.0,818.1,140.0,68.6,164.0,238.0,1353.0,900.0,1240.0,12.37,405.0,182.95,269.9,187.0,2520.0,14.28,881.0,190.0,1200.0,168.0,3680.0,158.8,11609.542
2019-08-19,10.08,975.0,275.0,3750.0,3066.0,70.97,1922.0,65.0,474.2,65.99,1902.0,96.45,270.15,660.0,32.0,498.0,631.0,277.2,1620.0,1380.0,62.0,212.0,896.0,5000.0,73.0,33.0,278.0,29.9,1162.0,60.1,3300.0,40.1,134.95,319.7,2551.0,1695.0,176.0,448.0,479.95,169.65,846.2,800.0,470.6,144.45,27.49,297.0,130.0,1435.0,818.1,140.0,71.42,161.0,223.1,1272.0,880.0,1300.0,12.29,403.95,183.0,271.05,187.0,2520.0,14.34,895.0,178.65,1200.0,168.0,3680.0,158.8,11552.3326
2019-08-26,10.0,975.0,280.0,3750.0,3066.0,80.0,1870.0,68.0,478.1,65.6,1902.0,96.45,273.5,664.0,33.0,498.0,631.0,281.6,1620.0,1398.0,62.0,213.15,915.0,5000.0,73.0,33.0,278.0,30.01,1194.0,60.1,3250.0,41.0,134.95,336.0,2601.0,1695.0,175.0,448.0,461.0,170.0,846.2,780.1,470.6,145.8,24.62,291.1,130.0,1435.0,825.0,140.0,76.03,159.0,239.0,1274.0,890.0,1450.0,12.09,418.95,183.0,265.1,187.0,2550.0,14.5,885.0,178.0,1221.0,168.0,3725.0,158.8,11630.7702
2019-09-02,9.67,980.0,280.0,3917.0,2952.0,77.0,1850.0,66.0,482.0,67.0,1902.0,96.45,272.0,651.0,34.1,481.0,631.0,286.0,1706.0,1350.0,61.0,215.5,940.0,4979.0,75.98,33.0,283.0,31.29,1191.0,64.99,3380.0,42.0,144.9,302.0,2700.0,1710.0,174.05,448.5,465.0,170.0,850.0,735.1,470.6,145.0,26.9,332.0,122.25,1390.0,825.0,140.0,85.5,157.6,230.0,1350.0,890.0,1850.0,13.29,412.0,186.5,260.0,211.0,2599.0,14.35,928.0,175.0,1237.0,168.0,3700.0,158.8,11728.671
2019-09-09,9.4,970.0,280.0,3800.0,2952.0,75.0,1870.0,65.0,477.0,65.4,1902.0,96.45,270.3,631.6,33.61,482.0,631.0,286.85,1685.0,1365.0,61.0,212.0,922.6,4979.0,75.97,33.0,289.8,30.07,1194.0,64.99,3300.0,40.5,140.0,320.0,2700.0,1671.0,177.5,450.0,462.2,170.0,850.0,815.0,470.6,143.5,26.9,339.0,129.35,1390.0,828.9,140.0,83.89,165.0,242.0,1350.0,880.0,1700.0,11.8,417.0,184.85,269.0,211.0,2650.0,13.6,900.0,175.0,1212.0,168.0,3700.0,158.8,11629.1531
2019-09-16,9.43,974.0,280.0,3580.0,2952.0,73.02,1870.0,64.97,479.9,65.7,1902.0,96.45,268.0,664.9,34.5,500.0,631.0,284.0,1685.0,1395.0,61.6,210.0,948.0,4979.0,75.97,33.1,288.0,32.0,1194.0,59.5,3351.0,37.8,137.0,311.0,2710.0,1700.0,176.2,449.0,462.1,170.0,850.0,795.9,470.6,142.5,26.5,330.0,133.0,1390.0,828.9,140.0,83.14,157.2,240.0,1450.0,864.0,1700.0,12.39,405.0,182.9,264.5,211.9,2650.0,14.24,900.0,170.0,1250.0,168.0,3780.0,158.8,11629.9096
2019-09-23,9.3,963.0,279.0,3600.0,3015.0,64.3,1850.0,65.0,467.5,65.3,1902.0,96.45,270.0,632.0,33.0,480.0,631.0,280.0,1685.0,1356.0,61.69,209.5,900.0,4979.0,69.0,31.3,270.2,30.1,1170.0,58.0,3700.0,32.5,139.95,313.0,2620.0,1700.0,172.0,449.0,480.0,170.0,847.5,767.0,470.6,140.0,25.49,348.1,133.0,1390.0,828.9,140.0,78.99,156.0,228.9,1390.0,864.0,1700.0,11.09,385.0,179.1,262.0,211.9,2700.0,14.2,891.0,170.0,1125.0,168.0,3750.0,158.8,11475.8174
2019-09-30,9.5,970.0,289.0,3900.0,3309.0,59.99,1821.0,66.5,479.5,65.5,2016.0,96.45,268.0,660.0,35.0,480.0,629.0,285.0,1670.0,1383.0,58.55,210.0,875.0,4979.0,75.8,33.05,286.1,31.0,1170.0,58.88,3600.0,32.5,127.0,300.0,2659.0,1700.0,171.05,450.0,494.5,161.0,847.5,745.0,470.6,142.0,25.5,425.0,133.0,1350.0,930.0,140.0,68.41,155.55,240.0,1390.0,900.0,1630.0,11.01,400.95,179.95,247.95,190.0,2650.0,12.0,890.0,170.0,1130.0,168.0,3600.0,158.8,11561.6805
2019-10-07,9.5,995.0,276.0,3900.0,3309.0,62.0,1807.0,63.12,465.0,66.85,2300.0,96.45,266.25,620.1,33.5,455.0,629.0,271.0,1640.0,1335.0,53.0,208.0,870.0,4681.0,65.0,33.05,299.0,29.95,1165.0,59.0,3625.0,26.0,139.0,306.25,2511.0,1698.0,180.05,475.0,465.0,161.0,894.0,750.0,470.6,141.75,25.4,451.0,132.5,1320.0,980.0,140.0,70.97,155.3,225.0,1440.0,864.0,1630.0,10.7,396.45,178.5,230.0,210.0,2630.0,14.2,873.1,165.55,1056.0,168.0,3570.0,158.8,11434.177
2019-10-14,9.29,1000.0,277.0,3650.0,3309.0,59.01,1808.0,63.37,462.05,70.0,2240.0,96.45,265.0,640.0,33.5,460.0,629.0,279.9,1645.0,1291.0,55.0,207.0,856.0,4401.0,65.0,33.1,300.0,31.29,1170.0,55.25,3720.0,27.0,136.8,308.9,2585.0,1670.0,175.25,450.0,465.0,166.0,894.0,720.0,470.6,140.6,24.0,425.0,133.0,1320.0,977.3,140.0,67.0,159.0,223.6,1400.0,772.2,1800.0,10.85,378.0,179.75,231.0,210.0,2575.0,13.94,890.0,179.75,1076.0,168.0,3779.0,158.8,11376.1714
2019-10-21,9.14,962.0,277.0,4000.0,3309.0,60.01,1808.0,63.2,475.15,70.0,2240.0,96.45,263.4,640.0,32.1,450.0,629.0,279.0,1650.0,1300.0,60.0,206.05,857.0,4650.0,65.0,33.0,314.5,30.01,1171.0,59.6,3650.0,26.0,134.0,315.95,2620.0,1646.0,180.0,480.0,433.0,166.0,894.0,769.0,470.6,143.05,22.75,460.0,133.0,1320.0,919.0,140.0,65.0,160.0,228.0,1400.0,800.0,1750.0,10.4,393.0,175.1,220.0,210.0,2504.0,12.37,900.0,176.1,1065.0,168.0,3602.0,158.8,11470.2865
2019-10-28,9.0,1000.0,277.0,4140.0,3309.0,59.99,1800.0,63.14,475.0,72.0,2240.0,96.45,265.5,635.0,31.5,430.0,629.0,285.0,1640.0,1294.0,56.1,208.0,853.0,4650.0,61.0,33.0,316.9,32.0,1206.0,59.46,3665.0,26.0,140.2,302.0,2710.0,1666.0,180.0,460.0,436.7,166.25,894.0,737.0,470.6,142.9,22.4,469.0,133.0,1399.0,919.0,140.0,64.1,159.0,228.0,1380.0,800.0,1750.0,10.83,373.0,177.1,240.0,210.0,2689.0,13.27,882.0,177.0,1070.0,168.0,3651.0,158.8,11517.3215
2019-11-04,8.9,1020.0,270.0,4200.0,3309.0,58.53,1800.0,63.5,479.75,72.0,2240.0,96.45,266.5,635.0,30.7,457.0,629.0,280.0,1630.0,1340.0,58.0,208.9,846.0,4650.0,61.0,33.09,315.0,31.7,1220.0,59.05,3660.0,25.45,159.95,303.0,2720.0,1660.0,180.0,452.0,464.95,170.1,842.0,740.0,470.6,143.5,23.75,455.0,132.0,1481.0,855.0,140.0,64.42,160.0,229.0,1379.0,742.0,1750.0,10.5,409.0,178.4,254.0,207.0,2600.0,11.71,884.0,177.0,1070.0,168.0,3610.0,149.95,11552.9839
2019-11-12,8.8,1005.0,272.0,4100.0,3124.0,58.0,1750.0,64.69,473.7,72.0,2240.0,96.45,266.8,640.0,30.98,466.0,629.0,287.8,1650.0,1389.0,55.0,210.05,840.0,4650.0,61.0,35.0,303.0,31.0,1350.0,62.79,3650.0,26.0,143.0,302.0,2750.0,1680.0,176.0,449.0,463.0,170.1,844.0,740.0,470.6,143.8,22.36,460.0,132.0,1481.0,855.0,129.95,61.0,155.0,230.0,1379.0,780.0,1750.0,10.94,390.0,181.0,264.9,207.0,2600.0,12.8,879.0,177.0,1080.0,168.0,3650.0,149.95,11562.1012
2019-11-19,8.7,1005.0,272.0,4080.0,3124.0,56.0,1721.0,65.0,483.0,73.0,2240.0,96.45,271.0,650.0,30.87,446.0,629.0,285.0,1640.0,1428.0,55.0,211.25,840.0,4650.0,62.5,37.0,331.05,30.85,1425.0,62.68,3650.0,25.0,156.0,300.2,2755.0,1710.0,178.55,450.0,452.0,170.2,845.0,748.0,443.0,144.0,22.98,465.0,130.0,1481.0,855.0,129.95,58.0,160.0,229.8,1379.0,780.0,1600.0,10.94,418.0,180.3,296.1,207.0,2600.0,12.79,875.0,177.0,1080.0,168.0,3700.0,149.95,11645.4403
2019-11-25,8.0,1005.0,275.0,4100.0,3200.0,53.9,1702.0,64.0,481.05,72.0,2240.0,96.45,272.0,662.5,29.95,485.0,629.0,290.0,1640.0,1447.0,55.3,219.0,834.0,4650.0,64.0,33.7,335.0,31.0,1439.0,57.0,3675.0,25.5,150.0,302.0,2853.0,1780.0,176.2,465.0,510.0,170.2,845.0,744.9,416.45,147.0,22.98,464.0,131.0,1481.0,852.0,129.95,55.0,160.0,249.2,1310.0,780.0,1630.0,10.84,429.95,185.85,280.0,207.0,2650.0,11.0,895.0,177.0,1117.0,160.0,3800.0,149.95,11781.4465
2019-12-02,8.05,1005.0,270.0,3950.0,3200.0,51.7,1702.0,64.52,484.5,71.0,2106.0,96.45,271.1,650.0,29.6,462.0,629.0,290.0,1555.0,1440.0,55.0,216.3,831.5,4400.0,57.61,35.49,336.0,31.0,1434.0,61.98,3675.0,25.9,155.5,297.0,2947.0,1750.0,176.85,465.0,520.0,173.5,845.0,734.0,416.45,148.35,21.86,488.0,130.1,1481.0,850.0,126.0,54.81,164.9,245.8,1360.0,746.0,1621.0,10.58,496.0,188.0,251.05,207.0,2650.0,12.45,893.0,178.0,1090.0,160.0,4000.0,149.95,11752.1156
2019-12-09,9.3,1025.0,275.0,3950.0,3275.0,57.36,1702.0,65.01,481.15,72.1,2200.0,96.45,272.05,684.0,31.3,498.9,629.0,285.0,1570.0,1569.0,59.0,211.5,831.5,4345.0,57.2,36.0,328.0,31.0,1379.0,59.9,3702.0,25.9,147.0,300.05,2900.0,1704.0,180.0,443.0,595.0,173.2,845.0,750.0,416.45,148.45,21.51,492.95,138.0,1481.0,850.0,122.0,58.08,155.05,232.0,1359.0,824.0,1699.0,10.5,455.0,190.0,259.0,207.0,2680.0,12.35,925.0,178.0,1125.0,168.0,4000.0,149.95,11753.7896
2019-12-16,10.53,1025.0,279.0,4000.0,3276.0,63.0,1700.0,67.51,490.0,78.48,2200.0,96.45,273.0,698.0,32.19,473.55,629.0,289.0,1580.0,1600.0,57.95,220.0,838.0,4345.0,58.05,36.9,323.35,30.35,1359.0,65.98,3702.0,27.15,155.0,300.1,2900.0,1788.0,180.05,467.65,609.0,173.2,856.0,760.0,416.45,150.1,21.11,489.95,134.45,1481.0,852.0,122.0,62.6,171.0,239.0,1380.0,810.0,1640.0,11.0,484.0,200.4,275.95,207.0,2755.0,12.29,905.0,187.0,1125.0,168.0,4000.0,149.95,11962.0531
2019-12-23,12.64,1025.0,276.5,3951.0,3276.0,64.0,1700.0,71.0,493.0,79.0,2200.0,96.45,273.0,700.0,31.5,480.0,629.0,295.05,1610.0,1580.0,57.5,224.0,863.0,4345.0,55.0,36.8,325.0,31.99,1401.0,72.03,3750.0,27.29,158.5,301.0,2945.0,1800.0,180.05,485.0,607.0,182.0,890.0,800.0,416.45,155.15,20.49,484.0,134.45,1481.0,904.1,122.0,59.05,168.0,239.0,1400.0,800.0,1590.0,11.65,485.0,212.5,276.95,207.0,2800.0,12.69,950.0,179.0,1210.0,168.0,4099.0,132.0,12200.5194
2019-12-30,12.59,1025.0,277.0,4200.0,3305.0,55.6,1681.0,71.0,490.0,80.0,2200.0,96.45,273.95,700.0,31.3,530.0,629.0,299.0,1630.0,1620.0,56.76,219.0,860.0,4345.0,52.0,36.9,330.0,31.98,1320.0,74.0,3745.0,39.89,160.0,284.0,2980.0,1815.0,180.0,464.7,598.0,192.9,892.0,850.0,430.0,152.7,20.35,456.0,134.6,1481.0,856.0,121.0,58.4,170.0,217.0,1400.0,798.0,1572.0,11.3,478.0,208.0,264.9,190.1,2800.0,11.96,946.0,168.55,1240.0,168.0,4050.0,109.7,12193.9508
2020-01-06,10.5,1011.0,288.0,3950.0,3305.0,56.85,1675.0,70.1,490.5,80.0,2200.0,96.45,277.0,715.0,30.52,560.0,629.0,298.75,1660.0,1679.0,58.0,218.5,862.0,4138.0,52.0,36.48,316.0,31.99,1320.0,77.55,3750.0,57.0,147.0,270.0,2900.0,1805.0,180.0,445.9,589.7,192.9,892.0,805.0,404.25,153.6,20.0,467.0,134.6,1481.0,856.0,121.0,54.5,165.0,217.9,1362.0,798.0,1640.0,11.25,469.0,210.0,262.0,192.0,2849.0,11.1,929.0,168.0,1171.0,160.0,3900.0,96.98,12138.935
2020-01-13,9.15,1025.0,285.0,4022.0,3213.0,52.1,1600.0,73.1,493.15,81.05,2200.0,96.45,272.8,725.0,30.0,527.0,629.0,304.0,1616.0,1701.0,59.99,221.25,860.0,4138.0,52.0,39.0,320.0,31.98,1455.0,77.4,3735.0,40.0,159.0,288.0,3100.0,1865.0,180.0,480.0,570.1,193.0,892.0,840.0,404.25,155.25,19.6,509.5,130.2,1481.0,859.0,121.0,51.86,165.0,215.0,1362.0,798.0,1630.0,10.5,465.5,214.6,261.0,200.0,2900.0,11.82,940.0,160.0,1325.0,160.0,4089.0,100.0,12264.4537
2020-01-20,10.18,1050.0,280.0,4380.0,3355.0,53.0,1586.0,77.25,502.9,82.75,2200.0,96.45,275.55,720.0,31.0,527.0,629.0,307.0,1675.0,1720.0,59.98,227.15,915.0,3763.0,52.0,38.75,327.0,33.0,1550.0,77.4,3910.0,38.5,155.0,293.2,3100.0,1905.0,180.0,490.0,489.0,193.0,944.0,831.0,404.25,157.0,19.0,520.0,135.0,1481.0,859.0,121.0,53.39,170.0,219.0,1391.0,780.0,1641.0,10.53,487.0,227.4,260.0,200.0,2945.0,11.83,921.4,156.2,1371.0,160.0,4260.0,100.0,12487.305
2020-01-27,9.18,1052.0,280.0,4380.0,3355.0,49.9,1554.0,78.91,505.0,82.65,2331.0,96.45,274.5,730.0,30.96,557.0,629.0,315.0,1750.0,1739.0,59.0,223.2,862.0,3763.0,49.0,40.0,334.0,35.0,1570.0,76.9,4000.0,38.98,148.7,293.0,3200.0,1944.0,180.0,485.05,530.0,193.0,944.0,850.0,404.25,156.65,18.9,520.0,130.0,1480.0,859.0,114.0,49.98,170.5,208.0,1440.0,800.0,1800.0,10.38,490.0,221.1,264.0,191.0,3100.0,11.5,965.1,157.2,1439.0,160.0,4450.0,94.0,12597.0942
2020-02-03,9.31,1032.0,280.0,4420.0,3398.0,49.13,1554.0,78.0,494.0,83.0,2331.0,96.45,270.3,720.0,30.05,535.0,629.0,315.0,1713.0,1734.0,57.9,218.0,867.0,3763.0,45.1,38.1,322.0,33.1,1570.0,76.9,4140.0,38.98,147.0,290.0,3174.0,1914.0,175.0,485.05,500.0,193.0,944.0,860.0,450.0,143.8,19.0,500.0,134.0,1480.0,855.3,114.0,49.1,170.5,215.5,1440.0,779.0,1800.0,10.36,490.0,215.0,250.0,207.0,3000.0,11.2,953.3,160.0,1370.0,160.0,4475.0,97.0,12288.1627
2020-02-10,9.4,1025.0,280.0,4250.0,3398.0,49.59,1555.0,78.0,488.5,77.6,2331.0,96.45,273.5,700.0,30.86,560.9,629.0,315.0,1725.0,1701.0,58.0,217.5,900.0,3745.0,33.6,36.3,315.0,35.0,1570.0,63.0,4149.0,38.4,147.95,287.0,3092.0,1935.0,160.0,485.0,505.0,193.0,944.0,860.0,460.0,141.9,18.97,500.0,127.05,1480.0,855.0,114.0,46.95,170.0,215.0,1450.0,779.0,1800.0,10.35,477.55,215.0,249.0,212.0,3000.0,12.61,927.0,160.0,1161.0,154.0,4201.0,97.0,12186.3905
2020-02-17,8.99,1016.0,280.0,4420.0,3300.0,49.92,1648.0,83.0,500.0,82.8,2331.0,96.45,274.5,700.0,30.9,540.0,629.0,319.0,1732.0,1740.0,57.5,224.0,900.0,3745.0,25.0,39.0,333.9,33.5,1523.0,60.0,4100.0,37.0,145.0,300.0,3200.0,1940.0,160.1,437.0,475.4,193.0,944.0,840.0,460.0,143.0,18.5,512.4,127.05,1480.0,841.1,114.0,48.45,170.0,208.0,1450.0,800.0,1800.0,10.0,539.0,223.5,244.25,212.0,2950.0,12.2,935.1,152.4,1200.0,154.0,4500.0,93.0,12338.4573
